[Mon Nov 18 16:47:14 2013] [info] Mon Nov 18 16:47:14 2013 - 	

[Mon Nov 18 16:49:55 2013] [info] Mon Nov 18 16:49:55 2013 - 	127.0.0.1

[Mon Nov 18 16:50:46 2013] [info] Mon Nov 18 16:50:46 2013	IP: 127.0.0.1
[Mon Nov 18 16:50:54 2013] [info] Mon Nov 18 16:50:54 2013	IP: 127.0.0.1
[Mon Nov 18 16:52:00 2013] [info] Mon Nov 18 16:52:00 2013	IP: 127.0.0.1
[Mon Nov 18 16:52:14 2013] [info] Mon Nov 18 16:52:14 2013	IP: 127.0.0.1
[Mon Nov 18 16:53:09 2013] [info] Mon Nov 18 16:53:09 2013	IP: 127.0.0.1
[Mon Nov 18 16:53:17 2013] [info] Mon Nov 18 16:53:17 2013	IP: 127.0.0.1
[Mon Nov 18 16:54:15 2013] [info] Mon Nov 18 16:54:15 2013	IP: 127.0.0.1
[Tue Dec 17 15:41:13 2013] [info] Tue Dec 17 15:41:13 2013	IP: 127.0.0.1	/genebrowse
[Tue Dec 17 15:41:43 2013] [info] Tue Dec 17 15:41:43 2013	IP: 127.0.0.1	/genebrowse
[Tue Dec 17 15:43:34 2013] [info] Tue Dec 17 15:43:34 2013	IP: 127.0.0.1	/genebrowse/all/3
[Tue Dec 17 16:15:33 2013] [info] Tue Dec 17 16:15:33 2013	IP: 127.0.0.1	/genebrowse/all/3
[Tue Dec 17 16:15:40 2013] [info] Tue Dec 17 16:15:40 2013	IP: 127.0.0.1	/genebrowse
[Tue Dec 17 16:15:48 2013] [info] Tue Dec 17 16:15:48 2013	IP: 127.0.0.1	/genebrowse/HMSPNSgenes/unique/5
[Tue Dec 17 16:16:10 2013] [info] Tue Dec 17 16:16:10 2013	IP: 127.0.0.1	/genebrowse/unique/HMSPNSgenes/5
[Tue Dec 17 16:17:40 2013] [info] Tue Dec 17 16:17:40 2013	IP: 127.0.0.1	/genebrowse
[Tue Dec 17 16:17:44 2013] [info] Tue Dec 17 16:17:44 2013	IP: 127.0.0.1	/genebrowse/HMSPNSgenes/unique/5
[Tue Dec 17 16:20:21 2013] [info] Tue Dec 17 16:20:21 2013	IP: 127.0.0.1	/genebrowse
[Tue Dec 17 16:20:31 2013] [info] Tue Dec 17 16:20:31 2013	IP: 127.0.0.1	/genebrowse/unique/HMSPNSgenes:5
[Tue Dec 17 16:22:11 2013] [info] Tue Dec 17 16:22:11 2013	IP: 127.0.0.1	/genebrowse/unique/FruitFLYgenes:2
[Tue Dec 17 16:22:22 2013] [info] Tue Dec 17 16:22:22 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0010382
[Tue Dec 17 16:22:36 2013] [info] Tue Dec 17 16:22:36 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0085436
[Tue Dec 17 16:22:44 2013] [info] Tue Dec 17 16:22:44 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0037207
[Tue Dec 17 16:23:35 2013] [info] Tue Dec 17 16:23:35 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0037207
[Tue Dec 17 16:23:55 2013] [info] Tue Dec 17 16:23:55 2013	IP: 127.0.0.1	/search/result
[Tue Dec 17 16:24:23 2013] [info] Tue Dec 17 16:24:23 2013	IP: 127.0.0.1	/search/result
[Tue Dec 17 16:24:28 2013] [info] Tue Dec 17 16:24:28 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0037207
[Tue Dec 17 16:24:51 2013] [info] Tue Dec 17 16:24:51 2013	IP: 127.0.0.1	/genebrowse/all/HMSPNSgenes:8
[Tue Dec 17 16:25:08 2013] [info] Tue Dec 17 16:25:08 2013	IP: 127.0.0.1	/genebrowse/all/HMSPNSgenes:8
[Tue Dec 17 16:25:18 2013] [info] Tue Dec 17 16:25:18 2013	IP: 127.0.0.1	/genebrowse/all/HMSPNSgenes:8
[Tue Dec 17 16:25:29 2013] [info] Tue Dec 17 16:25:29 2013	IP: 127.0.0.1	/genebrowse/all/HMSPNSgenes:9
[Tue Dec 17 16:25:40 2013] [info] Tue Dec 17 16:25:40 2013	IP: 127.0.0.1	/genebrowse/unique/HMSPNSgenes:6
[Tue Dec 17 16:30:02 2013] [info] Tue Dec 17 16:30:02 2013	IP: 127.0.0.1	/genebrowse/all/FruitFLYgenes:2
[Tue Dec 17 16:30:11 2013] [info] Tue Dec 17 16:30:11 2013	IP: 127.0.0.1	/genebrowse/all/HMSPNSgenes:7
[Tue Dec 17 16:30:21 2013] [info] Tue Dec 17 16:30:21 2013	IP: 127.0.0.1	/genebrowse/all/HMSPNSgenes:6
[Tue Dec 17 16:30:33 2013] [info] Tue Dec 17 16:30:33 2013	IP: 127.0.0.1	/genebrowse/all/HMSPNSgenes:6
[Tue Dec 17 16:33:22 2013] [info] Tue Dec 17 16:33:22 2013	IP: 127.0.0.1	/genebrowse/all/HMSPNSgenes:7
[Tue Dec 17 16:33:55 2013] [info] Tue Dec 17 16:33:55 2013	IP: 127.0.0.1	/genebrowse/all/HMSPNSgenes:7
[Tue Dec 17 16:34:25 2013] [info] Tue Dec 17 16:34:25 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=ENSG00000213639
[Wed Dec 18 16:41:36 2013] [info] Wed Dec 18 16:41:36 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=ENSG00000213639
[Wed Dec 18 16:55:09 2013] [info] Wed Dec 18 16:55:09 2013	IP: 127.0.0.1	/
[Wed Dec 18 16:55:40 2013] [info] Wed Dec 18 16:55:40 2013	IP: 127.0.0.1	/
[Wed Dec 18 17:00:21 2013] [info] Wed Dec 18 17:00:21 2013	IP: 127.0.0.1	/
[Wed Dec 18 17:03:54 2013] [info] Wed Dec 18 17:03:54 2013	IP: 127.0.0.1	/
[Wed Dec 18 17:06:53 2013] [info] Wed Dec 18 17:06:53 2013	IP: 127.0.0.1	/
[Wed Dec 18 17:07:05 2013] [info] Wed Dec 18 17:07:05 2013	IP: 127.0.0.1	/phenotypes/FruitFLYgenes
[Wed Dec 18 17:07:14 2013] [info] Wed Dec 18 17:07:14 2013	IP: 127.0.0.1	/phenotypes/HMSPNSgenes
[Wed Dec 18 17:07:23 2013] [info] Wed Dec 18 17:07:23 2013	IP: 127.0.0.1	/phenotypes/FruitFLYgenes
[Wed Dec 18 17:09:41 2013] [info] Wed Dec 18 17:09:41 2013	IP: 127.0.0.1	/phenotypes/FruitFLYgenes
[Wed Dec 18 17:10:04 2013] [info] Wed Dec 18 17:10:04 2013	IP: 127.0.0.1	/phenotypes/
[Wed Dec 18 17:12:40 2013] [info] Wed Dec 18 17:12:40 2013	IP: 127.0.0.1	/
[Wed Dec 18 17:12:46 2013] [info] Wed Dec 18 17:12:46 2013	IP: 127.0.0.1	/phenotypes/
[Thu Dec 19 10:42:47 2013] [info] Thu Dec 19 10:42:47 2013	IP: 127.0.0.1	/
[Thu Dec 19 10:42:49 2013] [info] Thu Dec 19 10:42:49 2013	IP: 127.0.0.1	/genebrowse
[Thu Dec 19 10:42:54 2013] [info] Thu Dec 19 10:42:54 2013	IP: 127.0.0.1	/genebrowse/all/FruitFLYgenes:2
[Thu Dec 19 10:43:01 2013] [info] Thu Dec 19 10:43:01 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0010382
[Thu Dec 19 10:43:14 2013] [info] Thu Dec 19 10:43:14 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0000404
[Thu Dec 19 11:02:11 2013] [info] Thu Dec 19 11:02:11 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0010382
[Thu Dec 19 11:05:47 2013] [info] Thu Dec 19 11:05:47 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0010382
[Thu Dec 19 11:05:51 2013] [info] Thu Dec 19 11:05:51 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0010382
[Thu Dec 19 11:06:52 2013] [info] Thu Dec 19 11:06:52 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0010382
[Thu Dec 19 11:10:39 2013] [info] Thu Dec 19 11:10:39 2013	IP: 127.0.0.1	/search/result
[Thu Dec 19 11:10:42 2013] [info] Thu Dec 19 11:10:42 2013	IP: 127.0.0.1	/search/result
[Thu Dec 19 11:10:59 2013] [info] Thu Dec 19 11:10:59 2013	IP: 127.0.0.1	/search/result
[Thu Dec 19 11:13:10 2013] [info] Thu Dec 19 11:13:10 2013	IP: 127.0.0.1	/search/result
[Thu Dec 19 11:13:15 2013] [info] Thu Dec 19 11:13:15 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0010382
[Thu Dec 19 11:39:59 2013] [info] Thu Dec 19 11:39:59 2013	IP: 127.0.0.1	/
[Thu Dec 19 11:58:34 2013] [info] Thu Dec 19 11:58:34 2013	IP: 127.0.0.1	/gene/ENSG00000105146:HMSPNSgenes
[Thu Dec 19 12:00:08 2013] [info] Thu Dec 19 12:00:08 2013	IP: 127.0.0.1	/search/pheno/2__M1_SyM_2-3__M1_SyM_2-11__M1_SyM_2;exact
[Thu Dec 19 12:03:41 2013] [info] Thu Dec 19 12:03:41 2013	IP: 127.0.0.1	/
[Thu Dec 19 12:03:42 2013] [info] Thu Dec 19 12:03:42 2013	IP: 127.0.0.1	/genebrowse
[Thu Dec 19 12:04:59 2013] [info] Thu Dec 19 12:04:59 2013	IP: 127.0.0.1	/genebrowse
[Thu Dec 19 12:05:09 2013] [info] Thu Dec 19 12:05:09 2013	IP: 127.0.0.1	/genebrowse/all/HMSPNSgenes:7
[Thu Dec 19 12:05:21 2013] [info] Thu Dec 19 12:05:21 2013	IP: 127.0.0.1	/gene/ENSG00000150093:HMSPNSgenes
[Thu Dec 19 12:05:32 2013] [info] Thu Dec 19 12:05:32 2013	IP: 127.0.0.1	/genebrowse/all/FruitFLYgenes:2
[Thu Dec 19 12:05:37 2013] [info] Thu Dec 19 12:05:37 2013	IP: 127.0.0.1	/gene/FBgn0010382:FruitFLYgenes
[Thu Dec 19 12:06:23 2013] [info] Thu Dec 19 12:06:23 2013	IP: 127.0.0.1	/search/result
[Thu Dec 19 12:13:02 2013] [info] Thu Dec 19 12:13:02 2013	IP: 127.0.0.1	/reagent/AMBN10030603:ENSG00000150672:false
[Thu Dec 19 12:13:23 2013] [info] Thu Dec 19 12:13:23 2013	IP: 127.0.0.1	/reagent/AMBN10030603:ENSG00000150672
[Thu Dec 19 12:23:02 2013] [info] Thu Dec 19 12:23:02 2013	IP: 127.0.0.1	/search/result
[Thu Dec 19 12:23:14 2013] [info] Thu Dec 19 12:23:14 2013	IP: 127.0.0.1	/reagent/AMBN10002409:ENSG00000149295:FruitFLYgenes
[Thu Dec 19 12:23:54 2013] [info] Thu Dec 19 12:23:54 2013	IP: 127.0.0.1	/search/result
[Thu Dec 19 12:31:33 2013] [info] Thu Dec 19 12:31:33 2013	IP: 127.0.0.1	/gene/FBgn0010382:FruitFLYgenes
[Thu Dec 19 12:31:52 2013] [info] Thu Dec 19 12:31:52 2013	IP: 127.0.0.1	/search/result
[Thu Dec 19 12:31:58 2013] [info] Thu Dec 19 12:31:58 2013	IP: 127.0.0.1	/gene/FBgn0260635:FruitFLYgenes
[Thu Dec 19 12:32:03 2013] [info] Thu Dec 19 12:32:03 2013	IP: 127.0.0.1	/reagent/DRSC0008533:FBgn0003345:FruitFLYgenes
[Thu Dec 19 13:01:25 2013] [info] Thu Dec 19 13:01:25 2013	IP: 127.0.0.1	/replica/DRSC0008533:J1_SyM_2:FBgn0003345:SD
[Thu Dec 19 13:03:36 2013] [info] Thu Dec 19 13:03:36 2013	IP: 127.0.0.1	/replica/DRSC0008533:J1_SyM_2:FBgn0003345:SD
[Thu Dec 19 13:04:36 2013] [info] Thu Dec 19 13:04:36 2013	IP: 127.0.0.1	/phenotypes/
[Thu Dec 19 13:17:20 2013] [info] Thu Dec 19 13:17:20 2013	IP: 127.0.0.1	/phenotypes/
[Thu Dec 19 13:17:29 2013] [info] Thu Dec 19 13:17:29 2013	IP: 127.0.0.1	/search/phintersect
[Thu Dec 19 14:49:03 2013] [info] Thu Dec 19 14:49:03 2013	IP: 127.0.0.1	/search/phintersect
[Thu Dec 19 14:49:10 2013] [info] Thu Dec 19 14:49:10 2013	IP: 127.0.0.1	/reagent/DRSC0006631:FruitFLYgenes:FBgn0010333
[Thu Dec 19 14:49:18 2013] [info] Thu Dec 19 14:49:18 2013	IP: 127.0.0.1	/reagent/DRSC0006631:FruitFLYgenes:FBgn0010333
[Thu Dec 19 14:49:32 2013] [info] Thu Dec 19 14:49:32 2013	IP: 127.0.0.1	/reagent/DRSC0006631:FruitFLYgenes:FBgn0010333
[Thu Dec 19 14:50:28 2013] [info] Thu Dec 19 14:50:28 2013	IP: 127.0.0.1	/reagent/DRSC0006631:FruitFLYgenes:FBgn0010333
[Thu Dec 19 14:50:32 2013] [info] Thu Dec 19 14:50:32 2013	IP: 127.0.0.1	/gene/FruitFLYgenes:FBgn0010333
[Thu Dec 19 14:50:38 2013] [info] Thu Dec 19 14:50:38 2013	IP: 127.0.0.1	/
[Thu Dec 19 14:50:39 2013] [info] Thu Dec 19 14:50:39 2013	IP: 127.0.0.1	/phenotypes/
[Thu Dec 19 14:50:48 2013] [info] Thu Dec 19 14:50:48 2013	IP: 127.0.0.1	/search/phintersect
[Thu Dec 19 14:50:54 2013] [info] Thu Dec 19 14:50:54 2013	IP: 127.0.0.1	/gene/FruitFLYgenes:FBgn0011771
[Thu Dec 19 14:50:59 2013] [info] Thu Dec 19 14:50:59 2013	IP: 127.0.0.1	/reagent/DRSC0013725:FruitFLYgenes:FBgn0031249
[Thu Dec 19 14:51:30 2013] [info] Thu Dec 19 14:51:30 2013	IP: 127.0.0.1	/gene/FruitFLYgenes:FBgn0020497
[Thu Dec 19 14:51:33 2013] [info] Thu Dec 19 14:51:33 2013	IP: 127.0.0.1	/reagent/DRSC0010696:FruitFLYgenes:FBgn0020497
[Thu Dec 19 14:51:47 2013] [info] Thu Dec 19 14:51:47 2013	IP: 127.0.0.1	/search/result
[Thu Dec 19 14:53:47 2013] [info] Thu Dec 19 14:53:47 2013	IP: 127.0.0.1	/search/result
[Thu Dec 19 14:53:51 2013] [info] Thu Dec 19 14:53:51 2013	IP: 127.0.0.1	/gene/FruitFLYgenes:FBgn0020497
[Thu Dec 19 14:54:00 2013] [info] Thu Dec 19 14:54:00 2013	IP: 127.0.0.1	/reagent/DRSC0010696:FruitFLYgenes:FBgn0020497
[Thu Dec 19 14:55:59 2013] [info] Thu Dec 19 14:55:59 2013	IP: 127.0.0.1	/reagent/DRSC0010696:FruitFLYgenes:FBgn0020497
[Thu Dec 19 14:56:06 2013] [info] Thu Dec 19 14:56:06 2013	IP: 127.0.0.1	/gene/FruitFLYgenes:FBgn0020497
[Thu Dec 19 14:56:27 2013] [info] Thu Dec 19 14:56:27 2013	IP: 127.0.0.1	/search/result
[Thu Dec 19 16:13:26 2013] [info] Thu Dec 19 16:13:26 2013	IP: 127.0.0.1	/
[Thu Dec 19 16:13:40 2013] [info] Thu Dec 19 16:13:40 2013	IP: 127.0.0.1	/search/result
[Thu Dec 19 16:14:27 2013] [info] Thu Dec 19 16:14:27 2013	IP: 127.0.0.1	/phenotypes/
[Thu Dec 19 16:14:43 2013] [info] Thu Dec 19 16:14:43 2013	IP: 127.0.0.1	/search/phintersect
[Thu Dec 19 16:14:46 2013] [info] Thu Dec 19 16:14:46 2013	IP: 127.0.0.1	/reagent/DRSC0012580:FruitFLYgenes:FBgn0039754
[Thu Dec 19 16:14:50 2013] [info] Thu Dec 19 16:14:50 2013	IP: 127.0.0.1	/gene/FruitFLYgenes:FBgn0020497
[Thu Dec 19 16:14:58 2013] [info] Thu Dec 19 16:14:58 2013	IP: 127.0.0.1	/phenotypes/
[Thu Dec 19 16:15:20 2013] [info] Thu Dec 19 16:15:20 2013	IP: 127.0.0.1	/search/phintersect
[Thu Dec 19 16:15:24 2013] [info] Thu Dec 19 16:15:24 2013	IP: 127.0.0.1	/gene/HMSPNSgenes:ENSG00000138448
[Thu Dec 19 16:15:33 2013] [info] Thu Dec 19 16:15:33 2013	IP: 127.0.0.1	/search/pheno/1__B1_SyM_2;exact
[Thu Dec 19 16:15:37 2013] [info] Thu Dec 19 16:15:37 2013	IP: 127.0.0.1	/reagent/AMBN20057101:HMSPNSgenes:ENSG00000122218
[Thu Dec 19 16:15:41 2013] [info] Thu Dec 19 16:15:41 2013	IP: 127.0.0.1	/gene/HMSPNSgenes:ENSG00000122218
[Fri Dec 20 11:45:53 2013] [info] Fri Dec 20 11:45:53 2013	IP: 127.0.0.1	/phenotypes/
[Fri Dec 20 11:45:56 2013] [info] Fri Dec 20 11:45:56 2013	IP: 127.0.0.1	/
[Fri Dec 20 11:48:35 2013] [info] Fri Dec 20 11:48:35 2013	IP: 127.0.0.1	/search/result
[Fri Dec 20 14:44:04 2013] [info] Fri Dec 20 14:44:04 2013	IP: 127.0.0.1	/
[Fri Dec 20 15:08:34 2013] [info] Fri Dec 20 15:08:34 2013	IP: 127.0.0.1	/phenotypes/
[Fri Dec 20 15:08:41 2013] [info] Fri Dec 20 15:08:41 2013	IP: 127.0.0.1	/study/J1_SyM
[Fri Dec 20 15:09:38 2013] [info] Fri Dec 20 15:09:38 2013	IP: 127.0.0.1	/search/result
[Fri Dec 20 15:10:04 2013] [info] Fri Dec 20 15:10:04 2013	IP: 127.0.0.1	/search/result
[Fri Dec 20 15:10:16 2013] [info] Fri Dec 20 15:10:16 2013	IP: 127.0.0.1	/search/result
[Fri Dec 20 15:10:41 2013] [info] Fri Dec 20 15:10:41 2013	IP: 127.0.0.1	/replica/DHARM0019083:J1_SyM_1::
[Fri Dec 20 16:07:47 2013] [info] Fri Dec 20 16:07:47 2013	IP: 127.0.0.1	/
[Fri Dec 20 16:07:59 2013] [info] Fri Dec 20 16:07:59 2013	IP: 127.0.0.1	/search/result
[Thu Jan  9 11:43:38 2014] [info] Thu Jan  9 11:43:38 2014	IP: 127.0.0.1	/
[Mon Jan 13 11:05:06 2014] [info] Mon Jan 13 11:05:06 2014	IP: 127.0.0.1	/phenotypes/
[Mon Jan 13 12:09:17 2014] [info] Mon Jan 13 12:09:17 2014	IP: 127.0.0.1	/phenotypes/
[Mon Jan 13 12:13:15 2014] [info] Mon Jan 13 12:13:15 2014	IP: 127.0.0.1	/
[Mon Jan 13 12:13:20 2014] [info] Mon Jan 13 12:13:20 2014	IP: 127.0.0.1	/stats
[Mon Jan 13 13:00:11 2014] [info] Mon Jan 13 13:00:11 2014	IP: 127.0.0.1	/stats
[Mon Jan 13 14:01:15 2014] [info] Mon Jan 13 14:01:15 2014	IP: 127.0.0.1	/search/result
[Mon Jan 13 14:17:19 2014] [info] Mon Jan 13 14:17:19 2014	IP: 127.0.0.1	/
[Mon Jan 13 14:18:43 2014] [info] Mon Jan 13 14:18:43 2014	IP: 127.0.0.1	/phenotypes/
[Mon Jan 13 14:18:46 2014] [info] Mon Jan 13 14:18:46 2014	IP: 127.0.0.1	/submit/
[Mon Jan 13 14:18:48 2014] [info] Mon Jan 13 14:18:48 2014	IP: 127.0.0.1	/phenotypes/
[Mon Jan 13 14:19:13 2014] [info] Mon Jan 13 14:19:13 2014	IP: 127.0.0.1	/search/phintersect
[Mon Jan 13 14:19:20 2014] [info] Mon Jan 13 14:19:20 2014	IP: 127.0.0.1	/gene/HMSPNSgenes:ENSG00000168685
[Mon Jan 13 14:19:27 2014] [info] Mon Jan 13 14:19:27 2014	IP: 127.0.0.1	/search/pheno/1__E1_SyM_1-1__B1_SyM_1;exact
[Mon Jan 13 14:24:41 2014] [info] Mon Jan 13 14:24:41 2014	IP: 127.0.0.1	/search/pheno/2__B1_SyM_2-1__B1_SyM_2;exact
[Mon Jan 13 14:24:47 2014] [info] Mon Jan 13 14:24:47 2014	IP: 127.0.0.1	/gene/HMSPNSgenes:ENSG00000112320
[Mon Jan 13 14:24:50 2014] [info] Mon Jan 13 14:24:50 2014	IP: 127.0.0.1	/search/pheno/2__B1_SyM_1-1__B1_SyM_1;exact
[Mon Jan 13 14:25:29 2014] [info] Mon Jan 13 14:25:29 2014	IP: 127.0.0.1	/study/B1_SyM
[Mon Jan 13 14:25:34 2014] [info] Mon Jan 13 14:25:34 2014	IP: 127.0.0.1	/
[Mon Jan 13 14:25:37 2014] [info] Mon Jan 13 14:25:37 2014	IP: 127.0.0.1	/phenotypes/
[Mon Jan 13 14:25:49 2014] [info] Mon Jan 13 14:25:49 2014	IP: 127.0.0.1	/search/phintersect
[Mon Jan 13 14:25:57 2014] [info] Mon Jan 13 14:25:57 2014	IP: 127.0.0.1	/gene/HMSPNSgenes:ENSG00000084731
[Mon Jan 13 14:26:03 2014] [info] Mon Jan 13 14:26:03 2014	IP: 127.0.0.1	/search/pheno/1__M1_SyM_1-1__B1_SyM_1;exact
[Mon Jan 13 14:33:58 2014] [info] Mon Jan 13 14:33:58 2014	IP: 127.0.0.1	/gene/HMSPNSgenes:ENSG00000177465
[Mon Jan 13 14:34:04 2014] [info] Mon Jan 13 14:34:04 2014	IP: 127.0.0.1	/search/pheno/1__M1_SyM_1;exact
[Mon Jan 13 14:34:13 2014] [info] Mon Jan 13 14:34:13 2014	IP: 127.0.0.1	/gene/HMSPNSgenes:ENSG00000177465
[Mon Jan 13 14:34:19 2014] [info] Mon Jan 13 14:34:19 2014	IP: 127.0.0.1	/replica/AMBN10013797:M1_SyM_1:ENSG00000177465:ACOT4
[Mon Jan 13 14:34:25 2014] [info] Mon Jan 13 14:34:25 2014	IP: 127.0.0.1	/reagent/AMBN10013797:HMSPNSgenes:ENSG00000177465
[Mon Jan 13 14:34:37 2014] [info] Mon Jan 13 14:34:37 2014	IP: 127.0.0.1	/gene/HMSPNSgenes:ENSG00000105146
[Mon Jan 13 14:35:06 2014] [info] Mon Jan 13 14:35:06 2014	IP: 127.0.0.1	/search/pheno/1__B1_SyM_1;exact
[Mon Jan 13 14:35:19 2014] [info] Mon Jan 13 14:35:19 2014	IP: 127.0.0.1	/search/pheno/2__B1_SyM_1;exact
[Mon Jan 13 16:00:22 2014] [info] Mon Jan 13 16:00:22 2014	IP: 127.0.0.1	/gene/HMSPNSgenes:ENSG00000146386
[Mon Jan 13 16:08:55 2014] [info] Mon Jan 13 16:08:55 2014	IP: 127.0.0.1	/search/result
[Mon Jan 13 16:09:09 2014] [info] Mon Jan 13 16:09:09 2014	IP: 127.0.0.1	/search/result
[Mon Jan 13 16:10:29 2014] [info] Mon Jan 13 16:10:29 2014	IP: 127.0.0.1	/search/result?stype=go&goon=cell+adhesion&skip=50
[Mon Jan 13 16:10:49 2014] [info] Mon Jan 13 16:10:49 2014	IP: 127.0.0.1	/search/result?stype=go&goon=cell+adhesion&skip=100
[Mon Jan 13 16:11:03 2014] [info] Mon Jan 13 16:11:03 2014	IP: 127.0.0.1	/search/result?stype=go&goon=cell+adhesion&skip=150
[Mon Jan 13 16:11:16 2014] [info] Mon Jan 13 16:11:16 2014	IP: 127.0.0.1	/search/result?stype=go&goon=cell+adhesion&skip=200
[Mon Jan 13 16:11:35 2014] [info] Mon Jan 13 16:11:35 2014	IP: 127.0.0.1	/gene/HMSPNSgenes:ENSG00000134982
[Tue Jan 14 12:03:12 2014] [info] Tue Jan 14 12:03:12 2014	IP: 127.0.0.1	/study/M1_SyM
[Tue Jan 14 12:52:17 2014] [info] Tue Jan 14 12:52:17 2014	IP: 127.0.0.1	/study/M1_SyM
[Tue Jan 14 13:49:12 2014] [info] Tue Jan 14 13:49:12 2014	IP: 127.0.0.1	/study/B1_SyM
[Tue Jan 14 13:58:13 2014] [info] Tue Jan 14 13:58:13 2014	IP: 127.0.0.1	/gene/HMSPNSgenes:ENSG00000134982
[Tue Jan 14 13:58:16 2014] [info] Tue Jan 14 13:58:16 2014	IP: 127.0.0.1	/gene/HMSPNSgenes:ENSG00000134982
[Tue Jan 14 14:15:44 2014] [info] Tue Jan 14 14:15:44 2014	IP: 127.0.0.1	/gene/HMSPNSgenes:ENSG00000134982
[Tue Jan 14 16:25:00 2014] [info] Tue Jan 14 16:25:00 2014	IP: 127.0.0.1	/search/result
[Tue Jan 14 16:54:34 2014] [info] Tue Jan 14 16:54:34 2014	IP: 127.0.0.1	/search/result?stype=go&goon=cell+adhesion&skip=200
[Tue Jan 14 16:54:36 2014] [info] Tue Jan 14 16:54:36 2014	IP: 127.0.0.1	/search/result?stype=go&goon=cell+adhesion&skip=200
[Tue Jan 14 16:54:37 2014] [info] Tue Jan 14 16:54:37 2014	IP: 127.0.0.1	/search/result?stype=go&goon=cell+adhesion&skip=200
[Tue Jan 14 16:55:03 2014] [info] Tue Jan 14 16:55:03 2014	IP: 127.0.0.1	/replica/AMBN10046731:B1_SyM_1:ENSG00000083857:FAT1
[Tue Jan 14 16:55:16 2014] [info] Tue Jan 14 16:55:16 2014	IP: 127.0.0.1	/replica/AMBN10049318:E1_SyM_2:ENSG00000138185:ENTPD1
[Tue Jan 14 16:55:36 2014] [info] Tue Jan 14 16:55:36 2014	IP: 127.0.0.1	/search/result?stype=go&goon=cell+adhesion&skip=150
[Tue Jan 14 16:55:38 2014] [info] Tue Jan 14 16:55:38 2014	IP: 127.0.0.1	/search/result?stype=go&goon=cell+adhesion&skip=100
[Tue Jan 14 16:55:43 2014] [info] Tue Jan 14 16:55:43 2014	IP: 127.0.0.1	/replica/AMBN10042575:M1_SyM_1:ENSG00000050820:BCAR1
[Tue Jan 14 17:14:00 2014] [info] Tue Jan 14 17:14:00 2014	IP: 127.0.0.1	/phenotypes/
[Tue Jan 14 17:14:21 2014] [info] Tue Jan 14 17:14:21 2014	IP: 127.0.0.1	/search/phintersect
[Tue Jan 14 17:14:30 2014] [info] Tue Jan 14 17:14:30 2014	IP: 127.0.0.1	/reagent/AMBN10044559:HMSPNSgenes:ENSG00000205147
[Tue Jan 14 17:14:35 2014] [info] Tue Jan 14 17:14:35 2014	IP: 127.0.0.1	/search/pheno/M1_SyM_1:4-6:true
[Tue Jan 14 17:33:31 2014] [info] Tue Jan 14 17:33:31 2014	IP: 127.0.0.1	/search/pheno/M1_SyM_1:4-6:true
[Wed Jan 15 11:11:46 2014] [info] Wed Jan 15 11:11:46 2014	IP: 127.0.0.1	/
[Wed Jan 15 12:00:21 2014] [info] Wed Jan 15 12:00:21 2014	IP: 127.0.0.1	/search/result
[Wed Jan 15 12:00:48 2014] [info] Wed Jan 15 12:00:48 2014	IP: 127.0.0.1	/search/result
[Wed Jan 15 12:00:57 2014] [info] Wed Jan 15 12:00:57 2014	IP: 127.0.0.1	/phenotypes/
[Wed Jan 15 12:01:03 2014] [info] Wed Jan 15 12:01:03 2014	IP: 127.0.0.1	/search/phintersect
[Wed Jan 15 12:01:23 2014] [info] Wed Jan 15 12:01:23 2014	IP: 127.0.0.1	/search/phintersect
[Wed Jan 15 12:01:37 2014] [info] Wed Jan 15 12:01:37 2014	IP: 127.0.0.1	/replica/AMBN10029665:B1_SyM_1:ENSG00000129083:COPB1
[Wed Jan 15 12:02:03 2014] [info] Wed Jan 15 12:02:03 2014	IP: 127.0.0.1	/replica/AMBN10029665:M1_SyM_1:ENSG00000129083:COPB1
[Wed Jan 15 12:02:34 2014] [info] Wed Jan 15 12:02:34 2014	IP: 127.0.0.1	/gene/HMSPNSgenes:ENSG00000129083
[Wed Jan 15 12:02:36 2014] [info] Wed Jan 15 12:02:36 2014	IP: 127.0.0.1	/reagent/AMBN10029665:HMSPNSgenes:ENSG00000129083
[Wed Jan 15 12:02:43 2014] [info] Wed Jan 15 12:02:43 2014	IP: 127.0.0.1	/replica/AMBN10017656:B1_SyM_1:ENSG00000129083:COPB1
